Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Organism Part],Term Source 2 REF,Term Source 2 Accession,Characteristics [Strain],Experimental Condition [Genotype],Characteristics [Developmental Stage],Experimental Condition [Embryo Collection],Assay Name,Source Name,Image File,Comment [Image File Comments],Comment [Image File Path],Comment [Image File Type],Channels,Phenotype,Phenotype Term Name,Phenotype Term Accession,Phenotype Term Accession URL
Atlas Specimens,E42.lif [TileScan 1] - 4,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.2,Group 9,Specimen E42,E42,E42.lif,"These hearts are dorsally closed, while overall morphology reflects an earlier stage.",IsaacEstebanVarela/Collection/E42,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E42.lif [TileScan 1] - 5,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.2,Group 9,Specimen E42,E42,E42.lif,"These hearts are dorsally closed, while overall morphology reflects an earlier stage.",IsaacEstebanVarela/Collection/E42,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E42.lif [TileScan 1] - 6,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.2,Group 9,Specimen E42,E42,E42.lif,"Blank tile, scan does not contain any piece of the embryo.",IsaacEstebanVarela/Collection/E42,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E42.lif [TileScan 1] - 7,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.2,Group 9,Specimen E42,E42,E42.lif,"Blank tile, scan does not contain any piece of the embryo.",IsaacEstebanVarela/Collection/E42,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E42.lif [TileScan 1] - 8,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.2,Group 9,Specimen E42,E42,E42.lif,"These hearts are dorsally closed, while overall morphology reflects an earlier stage.",IsaacEstebanVarela/Collection/E42,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E42.lif [TileScan 1] - 9,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.2,Group 9,Specimen E42,E42,E42.lif,"These hearts are dorsally closed, while overall morphology reflects an earlier stage.",IsaacEstebanVarela/Collection/E42,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E43.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.2,Group 9,Specimen E43,E43,E43.lif,,IsaacEstebanVarela/Collection/E43,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E44.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.2,Group 9,Specimen E44,E44,E44.lif,"Despite looping is advanced in these specimens, dorsal closure is far from being complete.",IsaacEstebanVarela/Collection/E44,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E45.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.2,Group 9,Specimen E45,E45,E45.lif,,IsaacEstebanVarela/Collection/E45,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E46.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.2,Group 9,Specimen E46,E46,E46.lif,"These hearts are dorsally closed, while overall morphology reflects an earlier stage.",IsaacEstebanVarela/Collection/E46,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E47.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.2,Group 9,Specimen E47,E47,E47.lif,,IsaacEstebanVarela/Collection/E47,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E48.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.2,Group 9,Specimen E48,E48,E48.lif,,IsaacEstebanVarela/Collection/E48,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E49.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.3,Group 10,Specimen E49,E49,E49.lif,"Despite looping is advanced in these specimens, dorsal closure is far from being complete.",IsaacEstebanVarela/Collection/E49,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E50.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.3,Group 10,Specimen E50,E50,E50.lif,,IsaacEstebanVarela/Collection/E50,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E51.lif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.8,Outlier,Specimen E51,E51,E51.lif,"We have not been able to segment the foregut endoderm and the aorta. This is because in this very advanced specimen, the cardiogenic area extends in the microscopic z axis longer that we have been able to reach with the imaging protocol. This specimen is an outlier and therefore not included in the collection.",IsaacEstebanVarela/Collection/E51,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E52.lif [Region 1] - 1,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.0,Outlier,Specimen E52,E52,E52.lif,This specimen is an outlier and therefore not included in the collection.,IsaacEstebanVarela/Collection/E52,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E52.lif [Region 1] - 2,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.0,Outlier,Specimen E52,E52,E52.lif,This specimen is an outlier and therefore not included in the collection.,IsaacEstebanVarela/Collection/E52,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E52.lif [Region 1] - 3,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.0,Outlier,Specimen E52,E52,E52.lif,This specimen is an outlier and therefore not included in the collection.,IsaacEstebanVarela/Collection/E52,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Atlas Specimens,E52.lif [Region 1] - 4,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.0,Outlier,Specimen E52,E52,E52.lif,This specimen is an outlier and therefore not included in the collection.,IsaacEstebanVarela/Collection/E52,Raw image,"Blue channel: cell nucleai,  Green channel: mesoderm,  Red channel: ectoderm and endoderm",,,,
Nodal Specimens,Nodal_Ctrl_E1.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.8,Group 5,Specimen Nodal Ctrl. E1,Nodal_Ctrl_E1,Nodal_Ctrl_E1.tif,,IsaacEstebanVarela/Collection/Nodal_Ctrl_E1,Raw image,cell nucleai,,,,
Nodal Specimens,Nodal_Ctrl_E2.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.6,Group 2,Specimen Nodal Ctrl. E2,Nodal_Ctrl_E2,Nodal_Ctrl_E2.tif,,IsaacEstebanVarela/Collection/Nodal_Ctrl_E2,Raw image,cell nucleai,,,,
Nodal Specimens,Nodal_Ctrl_E3.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.9,Group 6,Specimen Nodal Ctrl. E3,Nodal_Ctrl_E3,Nodal_Ctrl_E3.tif,,IsaacEstebanVarela/Collection/Nodal_Ctrl_E3,Raw image,cell nucleai,,,,
Nodal Specimens,Nodal_Ctrl_E4.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.7,Group 4,Specimen Nodal Ctrl. E4,Nodal_Ctrl_E4,Nodal_Ctrl_E4.tif,,IsaacEstebanVarela/Collection/Nodal_Ctrl_E4,Raw image,cell nucleai,,,,
Nodal Specimens,Nodal_Ctrl_E5.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.2,Group 8,Specimen Nodal Ctrl. E5,Nodal_Ctrl_E5,Nodal_Ctrl_E5.tif,,IsaacEstebanVarela/Collection/Nodal_Ctrl_E5,Raw image,cell nucleai,,,,
Nodal Specimens,Nodal_Ctrl_E6.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.6,Group 3,Specimen Nodal Ctrl. E6,Nodal_Ctrl_E6,Nodal_Ctrl_E6.tif,,IsaacEstebanVarela/Collection/Nodal_Ctrl_E6,Raw image,cell nucleai,,,,
Nodal Specimens,Nodal_Ctrl_E7.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.8,Group 5,Specimen Nodal Ctrl. E7,Nodal_Ctrl_E7,Nodal_Ctrl_E7.tif,,IsaacEstebanVarela/Collection/Nodal_Ctrl_E7,Raw image,cell nucleai,,,,
Nodal Specimens,Nodal_Ctrl_E8.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.6,Group 3,Specimen Nodal Ctrl. E8,Nodal_Ctrl_E8,Nodal_Ctrl_E8.tif,,IsaacEstebanVarela/Collection/Nodal_Ctrl_E8,Raw image,cell nucleai,,,,
Nodal Specimens,Nodal_Ctrl_E9.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.2,Group 9,Specimen Nodal Ctrl. E9,Nodal_Ctrl_E9,Nodal_Ctrl_E9.tif,,IsaacEstebanVarela/Collection/Nodal_Ctrl_E9,Raw image,cell nucleai,,,,
Nodal Specimens,Nodal_Ctrl_E10.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.8,Group 5,Specimen Nodal Ctrl. E10,Nodal_Ctrl_E10,Nodal_Ctrl_E10.tif,,IsaacEstebanVarela/Collection/Nodal_Ctrl_E10,Raw image,cell nucleai,,,,
Nodal Specimens,Nodal_Ctrl_E11.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.1,Group 8,Specimen Nodal Ctrl. E11,Nodal_Ctrl_E11,Nodal_Ctrl_E11.tif,,IsaacEstebanVarela/Collection/Nodal_Ctrl_E11,Raw image,cell nucleai,,,,
Nodal Specimens,Nodal_Ctrl_E12.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.9,Group 5,Specimen Nodal Ctrl. E12,Nodal_Ctrl_E12,Nodal_Ctrl_E12.tif,,IsaacEstebanVarela/Collection/Nodal_Ctrl_E12,Raw image,cell nucleai,,,,
Nodal Specimens,Nodal_Ctrl_E13.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.2,Group 9,Specimen Nodal Ctrl. E13,Nodal_Ctrl_E13,Nodal_Ctrl_E13.tif,,IsaacEstebanVarela/Collection/Nodal_Ctrl_E13,Raw image,cell nucleai,,,,
Nodal Specimens,Nodal_Ctrl_E14.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E8.1,Group 8,Specimen Nodal Ctrl. E14,Nodal_Ctrl_E14,Nodal_Ctrl_E14.tif,,IsaacEstebanVarela/Collection/Nodal_Ctrl_E14,Raw image,cell nucleai,,,,
Nodal Specimens,Nodal_Ctrl_E15.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.6,Group 3,Specimen Nodal Ctrl. E15,Nodal_Ctrl_E15,Nodal_Ctrl_E15.tif,,IsaacEstebanVarela/Collection/Nodal_Ctrl_E15,Raw image,cell nucleai,,,,
Nodal Specimens,Nodal_Ctrl_E16.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed 129/SvJ x CD1,Wild type (+/+),E7.7,Group 4,Specimen Nodal Ctrl. E16,Nodal_Ctrl_E16,Nodal_Ctrl_E16.tif,,IsaacEstebanVarela/Collection/Nodal_Ctrl_E16,Raw image,cell nucleai,,,,
Nodal Specimens,Nodal_Mut_E1.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed C57BL/6 x 129/SvJ,Nodal flox/Nul; Hoxb1 Cre/+  ,E8.2,Group 8,Specimen Nodal Mut. E1,Nodal_Mut_E1,Nodal_Mut_E1.tif,,IsaacEstebanVarela/Collection/Nodal_Mut_E1,Raw image,cell nucleai,randomized heart tube looping direction,abnormal direction of heart looping,MP_0004252,http://purl.obolibrary.org/obo/MP_0004252
Nodal Specimens,Nodal_Mut_E2.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed C57BL/6 x 129/SvJ,Nodal flox/Nul; Hoxb1 Cre/+  ,E8.3,Group 10,Specimen Nodal Mut. E2,Nodal_Mut_E2,Nodal_Mut_E2.tif,,IsaacEstebanVarela/Collection/Nodal_Mut_E2,Raw image,cell nucleai,randomized heart tube looping direction,abnormal direction of heart looping,MP_0004252,http://purl.obolibrary.org/obo/MP_0004252
Nodal Specimens,Nodal_Mut_E3.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed C57BL/6 x 129/SvJ,Nodal flox/Nul; Hoxb1 Cre/+  ,E8.2,Group 9,Specimen Nodal Mut. E3,Nodal_Mut_E3,Nodal_Mut_E3.tif,,IsaacEstebanVarela/Collection/Nodal_Mut_E3,Raw image,cell nucleai,randomized heart tube looping direction,abnormal direction of heart looping,MP_0004252,http://purl.obolibrary.org/obo/MP_0004252
Nodal Specimens,Nodal_Mut_E4.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed C57BL/6 x 129/SvJ,Nodal flox/Nul; Hoxb1 Cre/+  ,E8.3,Group 10,Specimen Nodal Mut. E4,Nodal_Mut_E4,Nodal_Mut_E4.tif,,IsaacEstebanVarela/Collection/Nodal_Mut_E4,Raw image,cell nucleai,randomized heart tube looping direction,abnormal direction of heart looping,MP_0004252,http://purl.obolibrary.org/obo/MP_0004252
Nodal Specimens,Nodal_Mut_E5.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed C57BL/6 x 129/SvJ,Nodal flox/Nul; Hoxb1 Cre/+  ,E7.6,Group 2,Specimen Nodal Mut. E5,Nodal_Mut_E5,Nodal_Mut_E5.tif,,IsaacEstebanVarela/Collection/Nodal_Mut_E5,Raw image,cell nucleai,randomized heart tube looping direction,abnormal direction of heart looping,MP_0004252,http://purl.obolibrary.org/obo/MP_0004252
Nodal Specimens,Nodal_Mut_E6.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed C57BL/6 x 129/SvJ,Nodal flox/Nul; Hoxb1 Cre/+  ,E7.8,Group 5,Specimen Nodal Mut. E6,Nodal_Mut_E6,Nodal_Mut_E6.tif,,IsaacEstebanVarela/Collection/Nodal_Mut_E6,Raw image,cell nucleai,randomized heart tube looping direction,abnormal direction of heart looping,MP_0004252,http://purl.obolibrary.org/obo/MP_0004252
Nodal Specimens,Nodal_Mut_E7.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed C57BL/6 x 129/SvJ,Nodal flox/Nul; Hoxb1 Cre/+  ,E7.9,Group 6,Specimen Nodal Mut. E7,Nodal_Mut_E7,Nodal_Mut_E7.tif,,IsaacEstebanVarela/Collection/Nodal_Mut_E7,Raw image,cell nucleai,randomized heart tube looping direction,abnormal direction of heart looping,MP_0004252,http://purl.obolibrary.org/obo/MP_0004252
Nodal Specimens,Nodal_Mut_E8.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed C57BL/6 x 129/SvJ,Nodal flox/Nul; Hoxb1 Cre/+  ,E7.6,Group 2,Specimen Nodal Mut. E8,Nodal_Mut_E8,Nodal_Mut_E8.tif,,IsaacEstebanVarela/Collection/Nodal_Mut_E8,Raw image,cell nucleai,randomized heart tube looping direction,abnormal direction of heart looping,MP_0004252,http://purl.obolibrary.org/obo/MP_0004252
Nodal Specimens,Nodal_Mut_E9.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed C57BL/6 x 129/SvJ,Nodal flox/Nul; Hoxb1 Cre/+  ,E8.1,Group 7,Specimen Nodal Mut. E9,Nodal_Mut_E9,Nodal_Mut_E9.tif,,IsaacEstebanVarela/Collection/Nodal_Mut_E9,Raw image,cell nucleai,randomized heart tube looping direction,abnormal direction of heart looping,MP_0004252,http://purl.obolibrary.org/obo/MP_0004252
Nodal Specimens,Nodal_Mut_E10.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed C57BL/6 x 129/SvJ,Nodal flox/Nul; Hoxb1 Cre/+  ,E7.8,Group 5,Specimen Nodal Mut. E10,Nodal_Mut_E10,Nodal_Mut_E10.tif,,IsaacEstebanVarela/Collection/Nodal_Mut_E10,Raw image,cell nucleai,randomized heart tube looping direction,abnormal direction of heart looping,MP_0004252,http://purl.obolibrary.org/obo/MP_0004252
Nodal Specimens,Nodal_Mut_E11.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed C57BL/6 x 129/SvJ,Nodal flox/Nul; Hoxb1 Cre/+  ,E7.6,Group 3,Specimen Nodal Mut. E11,Nodal_Mut_E11,Nodal_Mut_E11.tif,,IsaacEstebanVarela/Collection/Nodal_Mut_E11,Raw image,cell nucleai,randomized heart tube looping direction,abnormal direction of heart looping,MP_0004252,http://purl.obolibrary.org/obo/MP_0004252
Nodal Specimens,Nodal_Mut_E12.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed C57BL/6 x 129/SvJ,Nodal flox/Nul; Hoxb1 Cre/+  ,E8.3,Group 10,Specimen Nodal Mut. E12,Nodal_Mut_E12,Nodal_Mut_E12.tif,,IsaacEstebanVarela/Collection/Nodal_Mut_E12,Raw image,cell nucleai,randomized heart tube looping direction,abnormal direction of heart looping,MP_0004252,http://purl.obolibrary.org/obo/MP_0004252
Nodal Specimens,Nodal_Mut_E13.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed C57BL/6 x 129/SvJ,Nodal flox/Nul; Hoxb1 Cre/+  ,E7.6,Group 4,Specimen Nodal Mut. E13,Nodal_Mut_E13,Nodal_Mut_E13.tif,,IsaacEstebanVarela/Collection/Nodal_Mut_E13,Raw image,cell nucleai,randomized heart tube looping direction,abnormal direction of heart looping,MP_0004252,http://purl.obolibrary.org/obo/MP_0004252
Nodal Specimens,Nodal_Mut_E14.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed C57BL/6 x 129/SvJ,Nodal flox/Nul; Hoxb1 Cre/+  ,E7.9,Group 6,Specimen Nodal Mut. E14,Nodal_Mut_E14,Nodal_Mut_E14.tif,,IsaacEstebanVarela/Collection/Nodal_Mut_E14,Raw image,cell nucleai,randomized heart tube looping direction,abnormal direction of heart looping,MP_0004252,http://purl.obolibrary.org/obo/MP_0004252
Nodal Specimens,Nodal_Mut_E15.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed C57BL/6 x 129/SvJ,Nodal flox/Nul; Hoxb1 Cre/+  ,E8.4,Group 10,Specimen Nodal Mut. E15,Nodal_Mut_E15,Nodal_Mut_E15.tif,,IsaacEstebanVarela/Collection/Nodal_Mut_E15,Raw image,cell nucleai,randomized heart tube looping direction,abnormal direction of heart looping,MP_0004252,http://purl.obolibrary.org/obo/MP_0004252
Nodal Specimens,Nodal_Mut_E16.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed C57BL/6 x 129/SvJ,Nodal flox/Nul; Hoxb1 Cre/+  ,E8.4,Group 10,Specimen Nodal Mut. E16,Nodal_Mut_E16,Nodal_Mut_E16.tif,,IsaacEstebanVarela/Collection/Nodal_Mut_E16,Raw image,cell nucleai,randomized heart tube looping direction,abnormal direction of heart looping,MP_0004252,http://purl.obolibrary.org/obo/MP_0004252
Nodal Specimens,Nodal_Mut_E17.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed C57BL/6 x 129/SvJ,Nodal flox/Nul; Hoxb1 Cre/+  ,E7.9,Group 3,Specimen Nodal Mut. E17,Nodal_Mut_E17,Nodal_Mut_E17.tif,,IsaacEstebanVarela/Collection/Nodal_Mut_E17,Raw image,cell nucleai,randomized heart tube looping direction,abnormal direction of heart looping,MP_0004252,http://purl.obolibrary.org/obo/MP_0004252
Nodal Specimens,Nodal_Mut_E18.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed C57BL/6 x 129/SvJ,Nodal flox/Nul; Hoxb1 Cre/+  ,E7.9,Group 6,Specimen Nodal Mut. E18,Nodal_Mut_E18,Nodal_Mut_E18.tif,,IsaacEstebanVarela/Collection/Nodal_Mut_E18,Raw image,cell nucleai,randomized heart tube looping direction,abnormal direction of heart looping,MP_0004252,http://purl.obolibrary.org/obo/MP_0004252
Nodal Specimens,Nodal_Mut_E19.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed C57BL/6 x 129/SvJ,Nodal flox/Nul; Hoxb1 Cre/+  ,E7.7,Group 4,Specimen Nodal Mut. E19,Nodal_Mut_E19,Nodal_Mut_E19.tif,,IsaacEstebanVarela/Collection/Nodal_Mut_E19,Raw image,cell nucleai,randomized heart tube looping direction,abnormal direction of heart looping,MP_0004252,http://purl.obolibrary.org/obo/MP_0004252
Nodal Specimens,Nodal_Mut_E20.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed C57BL/6 x 129/SvJ,Nodal flox/Nul; Hoxb1 Cre/+  ,E7.9,Group 5,Specimen Nodal Mut. E20,Nodal_Mut_E20,Nodal_Mut_E20.tif,,IsaacEstebanVarela/Collection/Nodal_Mut_E20,Raw image,cell nucleai,randomized heart tube looping direction,abnormal direction of heart looping,MP_0004252,http://purl.obolibrary.org/obo/MP_0004252
Nodal Specimens,Nodal_Mut_E21.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed C57BL/6 x 129/SvJ,Nodal flox/Nul; Hoxb1 Cre/+  ,E7.6,Group 3,Specimen Nodal Mut. E21,Nodal_Mut_E21,Nodal_Mut_E21.tif,,IsaacEstebanVarela/Collection/Nodal_Mut_E21,Raw image,cell nucleai,randomized heart tube looping direction,abnormal direction of heart looping,MP_0004252,http://purl.obolibrary.org/obo/MP_0004252
Nodal Specimens,Nodal_Mut_E22.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed C57BL/6 x 129/SvJ,Nodal flox/Nul; Hoxb1 Cre/+  ,E7.7,Group 4,Specimen Nodal Mut. E22,Nodal_Mut_E22,Nodal_Mut_E22.tif,,IsaacEstebanVarela/Collection/Nodal_Mut_E22,Raw image,cell nucleai,randomized heart tube looping direction,abnormal direction of heart looping,MP_0004252,http://purl.obolibrary.org/obo/MP_0004252
Nodal Specimens,Nodal_Mut_E23.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,Heart tube,UBERON,UBERON_0004141,Mixed C57BL/6 x 129/SvJ,Nodal flox/Nul; Hoxb1 Cre/+  ,E7.9,Group 6,Specimen Nodal Mut. E23,Nodal_Mut_E23,Nodal_Mut_E23.tif,,IsaacEstebanVarela/Collection/Nodal_Mut_E23,Raw image,cell nucleai,randomized heart tube looping direction,abnormal direction of heart looping,MP_0004252,http://purl.obolibrary.org/obo/MP_0004252
